,Alex,Bob,Win,Hand,Deck
8826,0,2,0,1,151
8827,1,0,0,1,151
8828,1,1,0,1,151
8829,0,2,0,2,151
8830,0,3,0,2,151
8831,1,1,0,2,151
8832,1,2,0,2,151
8833,1,3,0,2,151
8834,2,1,0,2,151
8835,2,2,0,2,151
8836,3,0,0,2,151
8837,3,1,0,2,151
8838,4,0,0,2,151
8839,1,3,0,3,151
8840,1,4,0,3,151
8841,2,2,0,3,151
8842,2,3,0,3,151
8843,2,4,0,3,151
8844,3,1,0,3,151
8845,3,2,0,3,151
8846,3,3,0,3,151
8847,4,1,0,3,151
8848,4,2,0,3,151
8849,5,0,0,3,151
8850,5,1,0,3,151
8851,6,0,0,3,151
8852,2,4,0,4,151
8853,2,5,0,4,151
8854,3,3,0,4,151
8855,3,4,0,4,151
8856,4,2,0,4,151
8857,4,3,0,4,151
8858,5,1,0,4,151
8859,5,2,0,4,151
8860,6,0,0,4,151
8861,6,1,0,4,151
8862,0,0,1,4,151
8863,2,5,0,5,151
8864,2,6,0,5,151
8865,3,4,0,5,151
8866,3,5,0,5,151
8867,3,6,0,5,151
8868,4,3,0,5,151
8869,4,4,0,5,151
8870,4,5,0,5,151
8871,5,2,0,5,151
8872,5,3,0,5,151
8873,5,4,0,5,151
8874,6,1,0,5,151
8875,6,2,0,5,151
8876,6,3,0,5,151
8877,0,0,1,5,151
8878,0,0,0,0,153
8879,0,0,0,1,153
8880,0,1,0,1,153
8881,0,1,0,2,153
8882,0,2,0,2,153
8883,0,3,0,2,153
8884,1,0,0,2,153
8885,1,1,0,2,153
8886,1,2,0,2,153
8887,2,1,0,2,153
8888,3,0,0,2,153
8889,0,3,0,3,153
8890,0,4,0,3,153
8891,1,2,0,3,153
8892,1,3,0,3,153
8893,2,1,0,3,153
8894,2,2,0,3,153
8895,3,0,0,3,153
8896,3,1,0,3,153
8897,4,0,0,3,153
8898,0,6,0,4,153
8899,1,5,0,4,153
8900,1,6,0,4,153
8901,2,4,0,4,153
8902,2,5,0,4,153
8903,2,6,0,4,153
8904,3,3,0,4,153
8905,3,4,0,4,153
8906,3,5,0,4,153
8907,3,6,0,4,153
8908,4,2,0,4,153
8909,4,3,0,4,153
8910,4,4,0,4,153
8911,4,5,0,4,153
8912,5,1,0,4,153
8913,5,2,0,4,153
8914,5,3,0,4,153
8915,5,4,0,4,153
8916,6,0,0,4,153
8917,6,1,0,4,153
8918,6,2,0,4,153
8919,6,3,0,4,153
8920,0,0,1,4,153
8921,0,0,2,4,153
8922,4,6,0,5,153
8923,5,5,0,5,153
8924,5,6,0,5,153
8925,6,4,0,5,153
8926,6,5,0,5,153
8927,6,6,0,5,153
8928,0,0,1,5,153
8929,0,0,2,5,153
8930,0,0,0,0,154
8931,0,1,0,1,154
8932,0,2,0,1,154
8933,1,0,0,1,154
8934,1,1,0,1,154
8935,0,1,0,2,154
8936,0,2,0,2,154
8937,0,3,0,2,154
8938,1,0,0,2,154
8939,1,1,0,2,154
8940,1,2,0,2,154
8941,2,0,0,2,154
8942,2,1,0,2,154
8943,3,0,0,2,154
8944,0,4,0,3,154
8945,1,3,0,3,154
8946,1,4,0,3,154
8947,1,5,0,3,154
8948,2,2,0,3,154
8949,2,3,0,3,154
8950,2,4,0,3,154
8951,3,1,0,3,154
8952,3,2,0,3,154
8953,3,3,0,3,154
8954,4,0,0,3,154
8955,4,1,0,3,154
8956,4,2,0,3,154
8957,5,0,0,3,154
8958,5,1,0,3,154
8959,6,0,0,3,154
8960,1,6,0,4,154
8961,2,5,0,4,154
8962,2,6,0,4,154
8963,3,4,0,4,154
8964,3,5,0,4,154
8965,3,6,0,4,154
8966,4,3,0,4,154
8967,4,4,0,4,154
8968,4,5,0,4,154
8969,5,2,0,4,154
8970,5,3,0,4,154
8971,5,4,0,4,154
8972,6,1,0,4,154
8973,6,2,0,4,154
8974,6,3,0,4,154
8975,0,0,1,4,154
8976,0,0,2,4,154
8977,4,6,0,5,154
8978,5,5,0,5,154
8979,5,6,0,5,154
8980,6,4,0,5,154
8981,6,5,0,5,154
8982,6,6,0,5,154
8983,0,0,1,5,154
8984,0,0,2,5,154
8985,0,0,0,0,155
8986,0,2,0,1,155
8987,0,3,0,1,155
8988,1,0,0,1,155
8989,1,1,0,1,155
8990,1,2,0,1,155
8991,2,0,0,1,155
8992,2,1,0,1,155
8993,0,2,0,2,155
8994,0,3,0,2,155
8995,1,0,0,2,155
8996,1,1,0,2,155
8997,1,2,0,2,155
8998,1,3,0,2,155
8999,2,0,0,2,155
9000,2,1,0,2,155
9001,2,2,0,2,155
9002,3,0,0,2,155
9003,3,1,0,2,155
9004,1,5,0,3,155
9005,2,4,0,3,155
9006,3,3,0,3,155
9007,4,2,0,3,155
9008,2,6,0,4,155
9009,3,5,0,4,155
9010,3,6,0,4,155
9011,4,4,0,4,155
9012,4,5,0,4,155
9013,5,3,0,4,155
9014,5,4,0,4,155
9015,6,2,0,4,155
9016,6,3,0,4,155
9017,0,0,1,4,155
9018,0,0,2,4,155
9019,2,6,0,5,155
9020,3,5,0,5,155
9021,3,6,0,5,155
9022,4,4,0,5,155
9023,4,5,0,5,155
9024,4,6,0,5,155
9025,5,3,0,5,155
9026,5,4,0,5,155
9027,5,5,0,5,155
9028,5,6,0,5,155
9029,6,2,0,5,155
9030,6,3,0,5,155
9031,6,4,0,5,155
9032,6,5,0,5,155
9033,0,0,1,5,155
9034,0,0,2,5,155
9035,0,0,0,0,156
9036,0,1,0,1,156
9037,0,2,0,1,156
9038,0,3,0,1,156
9039,1,1,0,1,156
9040,1,2,0,1,156
9041,2,1,0,1,156
9042,0,4,0,2,156
9043,0,5,0,2,156
9044,1,3,0,2,156
9045,1,4,0,2,156
9046,2,2,0,2,156
9047,2,3,0,2,156
9048,3,1,0,2,156
9049,3,2,0,2,156
9050,0,4,0,3,156
9051,0,5,0,3,156
9052,0,6,0,3,156
9053,1,3,0,3,156
9054,1,4,0,3,156
9055,1,5,0,3,156
9056,2,2,0,3,156
9057,2,3,0,3,156
9058,2,4,0,3,156
9059,3,1,0,3,156
9060,3,2,0,3,156
9061,3,3,0,3,156
9062,4,1,0,3,156
9063,4,2,0,3,156
9064,1,4,0,4,156
9065,1,5,0,4,156
9066,1,6,0,4,156
9067,2,3,0,4,156
9068,2,4,0,4,156
9069,2,5,0,4,156
9070,2,6,0,4,156
9071,3,2,0,4,156
9072,3,3,0,4,156
9073,3,4,0,4,156
9074,3,5,0,4,156
9075,3,6,0,4,156
9076,4,1,0,4,156
9077,4,2,0,4,156
9078,4,3,0,4,156
9079,4,4,0,4,156
9080,4,5,0,4,156
9081,5,1,0,4,156
9082,5,2,0,4,156
9083,5,3,0,4,156
9084,5,4,0,4,156
9085,6,1,0,4,156
9086,6,2,0,4,156
9087,6,3,0,4,156
9088,0,0,1,4,156
9089,4,6,0,5,156
9090,5,5,0,5,156
9091,5,6,0,5,156
9092,6,4,0,5,156
9093,6,5,0,5,156
9094,6,6,0,5,156
9095,0,0,1,5,156
9096,0,0,2,5,156
9097,0,0,0,0,157
9098,0,2,0,1,157
9099,0,3,0,1,157
9100,1,1,0,1,157
9101,1,2,0,1,157
9102,2,1,0,1,157
9103,0,3,0,2,157
9104,1,2,0,2,157
9105,2,1,0,2,157
9106,0,3,0,3,157
9107,0,4,0,3,157
9108,0,5,0,3,157
9109,0,6,0,3,157
9110,1,2,0,3,157
9111,1,3,0,3,157
9112,1,4,0,3,157
9113,1,5,0,3,157
9114,2,1,0,3,157
9115,2,2,0,3,157
9116,2,3,0,3,157
9117,2,4,0,3,157
9118,3,1,0,3,157
9119,3,2,0,3,157
9120,3,3,0,3,157
9121,4,1,0,3,157
9122,4,2,0,3,157
9123,5,1,0,3,157
9124,0,5,0,4,157
9125,0,6,0,4,157
9126,1,4,0,4,157
9127,1,5,0,4,157
9128,1,6,0,4,157
9129,2,3,0,4,157
9130,2,4,0,4,157
9131,2,5,0,4,157
9132,2,6,0,4,157
9133,3,2,0,4,157
9134,3,3,0,4,157
9135,3,4,0,4,157
9136,3,5,0,4,157
9137,4,1,0,4,157
9138,4,2,0,4,157
9139,4,3,0,4,157
9140,4,4,0,4,157
9141,5,1,0,4,157
9142,5,2,0,4,157
9143,5,3,0,4,157
9144,6,1,0,4,157
9145,6,2,0,4,157
9146,0,0,2,4,157
9147,4,6,0,5,157
9148,5,5,0,5,157
9149,5,6,0,5,157
9150,6,4,0,5,157
9151,6,5,0,5,157
9152,0,0,1,5,157
9153,0,0,2,5,157
9154,0,0,0,0,158
9155,0,0,0,1,158
9156,0,1,0,1,158
9157,0,2,0,1,158
9158,1,0,0,1,158
9159,1,1,0,1,158
9160,2,0,0,1,158
9161,0,3,0,2,158
9162,0,4,0,2,158
9163,0,5,0,2,158
9164,1,2,0,2,158
9165,1,3,0,2,158
9166,1,4,0,2,158
9167,2,1,0,2,158
9168,2,2,0,2,158
9169,2,3,0,2,158
9170,3,0,0,2,158
9171,3,1,0,2,158
9172,3,2,0,2,158
9173,4,0,0,2,158
9174,4,1,0,2,158
9175,5,0,0,2,158
9176,0,3,0,3,158
9177,0,4,0,3,158
9178,0,5,0,3,158
9179,0,6,0,3,158
9180,1,2,0,3,158
9181,1,3,0,3,158
9182,1,4,0,3,158
9183,1,5,0,3,158
9184,2,1,0,3,158
9185,2,2,0,3,158
9186,2,3,0,3,158
9187,2,4,0,3,158
9188,3,0,0,3,158
9189,3,1,0,3,158
9190,3,2,0,3,158
9191,3,3,0,3,158
9192,4,0,0,3,158
9193,4,1,0,3,158
9194,4,2,0,3,158
9195,5,0,0,3,158
9196,5,1,0,3,158
9197,6,0,0,3,158
9198,1,6,0,4,158
9199,2,5,0,4,158
9200,2,6,0,4,158
9201,3,4,0,4,158
9202,3,5,0,4,158
9203,3,6,0,4,158
9204,4,3,0,4,158
9205,4,4,0,4,158
9206,4,5,0,4,158
9207,4,6,0,4,158
9208,5,2,0,4,158
9209,5,3,0,4,158
9210,5,4,0,4,158
9211,5,5,0,4,158
9212,6,1,0,4,158
9213,6,2,0,4,158
9214,6,3,0,4,158
9215,6,4,0,4,158
9216,0,0,1,4,158
9217,1,6,0,5,158
9218,2,5,0,5,158
9219,2,6,0,5,158
9220,3,4,0,5,158
9221,3,5,0,5,158
9222,3,6,0,5,158
9223,4,3,0,5,158
9224,4,4,0,5,158
9225,4,5,0,5,158
9226,4,6,0,5,158
9227,5,2,0,5,158
9228,5,3,0,5,158
9229,5,4,0,5,158
9230,5,5,0,5,158
9231,5,6,0,5,158
9232,6,1,0,5,158
9233,6,2,0,5,158
9234,6,3,0,5,158
9235,6,4,0,5,158
9236,6,5,0,5,158
9237,0,0,1,5,158
9238,0,0,2,5,158
9239,0,0,0,0,159
9240,0,0,0,1,159
9241,0,1,0,1,159
9242,0,2,0,1,159
9243,1,0,0,1,159
9244,1,1,0,1,159
9245,1,2,0,2,159
9246,1,3,0,2,159
9247,2,1,0,2,159
9248,2,2,0,2,159
9249,3,1,0,2,159
9250,1,3,0,3,159
9251,1,4,0,3,159
9252,2,2,0,3,159
9253,2,3,0,3,159
9254,2,4,0,3,159
9255,3,1,0,3,159
9256,3,2,0,3,159
9257,3,3,0,3,159
9258,4,1,0,3,159
9259,4,2,0,3,159
9260,5,1,0,3,159
9261,1,5,0,4,159
9262,1,6,0,4,159
9263,2,4,0,4,159
9264,2,5,0,4,159
9265,3,3,0,4,159
9266,3,4,0,4,159
9267,4,2,0,4,159
9268,4,3,0,4,159
9269,5,1,0,4,159
9270,5,2,0,4,159
9271,6,1,0,4,159
9272,1,5,0,5,159
9273,1,6,0,5,159
9274,2,4,0,5,159
9275,2,5,0,5,159
9276,2,6,0,5,159
9277,3,3,0,5,159
9278,3,4,0,5,159
9279,3,5,0,5,159
9280,4,2,0,5,159
9281,4,3,0,5,159
9282,4,4,0,5,159
9283,5,1,0,5,159
9284,5,2,0,5,159
9285,5,3,0,5,159
9286,6,1,0,5,159
9287,6,2,0,5,159
9288,0,0,1,5,159
9289,0,0,2,5,159
9290,0,0,0,0,160
9291,0,1,0,1,160
9292,0,2,0,1,160
9293,0,3,0,1,160
9294,1,0,0,1,160
9295,1,1,0,1,160
9296,1,2,0,1,160
9297,2,0,0,1,160
9298,2,1,0,1,160
9299,3,0,0,1,160
9300,0,4,0,2,160
9301,0,5,0,2,160
9302,0,6,0,2,160
9303,1,3,0,2,160
9304,1,4,0,2,160
9305,1,5,0,2,160
9306,2,2,0,2,160
9307,2,3,0,2,160
9308,2,4,0,2,160
9309,3,1,0,2,160
9310,3,2,0,2,160
9311,3,3,0,2,160
9312,4,0,0,2,160
9313,4,1,0,2,160
9314,4,2,0,2,160
9315,5,0,0,2,160
9316,5,1,0,2,160
9317,6,0,0,2,160
9318,3,5,0,3,160
9319,3,6,0,3,160
9320,4,4,0,3,160
9321,4,5,0,3,160
9322,4,6,0,3,160
9323,5,3,0,3,160
9324,5,4,0,3,160
9325,5,5,0,3,160
9326,5,6,0,3,160
9327,6,2,0,3,160
9328,6,3,0,3,160
9329,6,4,0,3,160
9330,6,5,0,3,160
9331,0,0,1,3,160
9332,0,0,2,3,160
9333,5,6,0,4,160
9334,6,5,0,4,160
9335,0,0,1,4,160
9336,0,0,2,4,160
9337,6,6,0,5,160
9338,0,0,1,5,160
9339,0,0,2,5,160
9340,0,0,0,0,161
9341,2,1,0,1,161
9342,3,0,0,1,161
9343,2,2,0,2,161
9344,2,3,0,2,161
9345,3,1,0,2,161
9346,3,2,0,2,161
9347,4,0,0,2,161
9348,4,1,0,2,161
9349,5,0,0,2,161
9350,2,4,0,3,161
9351,2,5,0,3,161
9352,2,6,0,3,161
9353,3,2,0,3,161
9354,3,3,0,3,161
9355,3,4,0,3,161
9356,3,5,0,3,161
9357,4,1,0,3,161
9358,4,2,0,3,161
9359,4,3,0,3,161
9360,4,4,0,3,161
9361,5,1,0,3,161
9362,5,2,0,3,161
9363,5,3,0,3,161
9364,6,1,0,3,161
9365,6,2,0,3,161
9366,0,0,1,3,161
9367,2,4,0,4,161
9368,2,5,0,4,161
9369,2,6,0,4,161
9370,3,3,0,4,161
9371,3,4,0,4,161
9372,3,5,0,4,161
9373,3,6,0,4,161
9374,4,2,0,4,161
9375,4,3,0,4,161
9376,4,4,0,4,161
9377,4,5,0,4,161
9378,5,1,0,4,161
9379,5,2,0,4,161
9380,5,3,0,4,161
9381,5,4,0,4,161
9382,6,1,0,4,161
9383,6,2,0,4,161
9384,6,3,0,4,161
9385,0,0,1,4,161
9386,0,0,2,4,161
9387,3,6,0,5,161
9388,4,5,0,5,161
9389,4,6,0,5,161
9390,5,4,0,5,161
9391,5,5,0,5,161
9392,6,3,0,5,161
9393,6,4,0,5,161
9394,0,0,1,5,161
9395,0,0,2,5,161
9396,0,0,0,0,162
9397,0,1,0,1,162
9398,0,4,0,2,162
9399,0,5,0,2,162
9400,0,6,0,2,162
9401,2,3,0,2,162
9402,2,4,0,2,162
9403,0,6,0,3,162
9404,1,5,0,3,162
9405,1,6,0,3,162
9406,2,4,0,3,162
9407,2,5,0,3,162
9408,2,6,0,3,162
9409,3,3,0,3,162
9410,3,4,0,3,162
9411,3,5,0,3,162
9412,4,3,0,3,162
9413,4,4,0,3,162
9414,5,3,0,3,162
9415,0,0,2,3,162
9416,2,6,0,4,162
9417,3,5,0,4,162
9418,4,4,0,4,162
9419,5,3,0,4,162
9420,0,0,2,4,162
9421,3,6,0,5,162
9422,4,5,0,5,162
9423,4,6,0,5,162
9424,5,4,0,5,162
9425,5,5,0,5,162
9426,5,6,0,5,162
9427,6,3,0,5,162
9428,6,4,0,5,162
9429,6,5,0,5,162
9430,0,0,1,5,162
9431,0,0,2,5,162
9432,0,0,0,0,163
9433,0,0,0,1,163
9434,0,1,0,1,163
9435,1,0,0,1,163
9436,0,1,0,2,163
9437,0,2,0,2,163
9438,1,0,0,2,163
9439,1,1,0,2,163
9440,2,0,0,2,163
9441,1,3,0,3,163
9442,1,4,0,3,163
9443,2,2,0,3,163
9444,2,3,0,3,163
9445,2,4,0,3,163
9446,3,1,0,3,163
9447,3,2,0,3,163
9448,3,3,0,3,163
9449,4,0,0,3,163
9450,4,1,0,3,163
9451,4,2,0,3,163
9452,5,0,0,3,163
9453,5,1,0,3,163
9454,6,0,0,3,163
9455,1,5,0,4,163
9456,1,6,0,4,163
9457,2,4,0,4,163
9458,2,5,0,4,163
9459,3,3,0,4,163
9460,3,4,0,4,163
9461,4,2,0,4,163
9462,4,3,0,4,163
9463,5,1,0,4,163
9464,5,2,0,4,163
9465,6,0,0,4,163
9466,6,1,0,4,163
9467,0,0,1,4,163
9468,1,6,0,5,163
9469,2,5,0,5,163
9470,2,6,0,5,163
9471,3,4,0,5,163
9472,3,5,0,5,163
9473,3,6,0,5,163
9474,4,3,0,5,163
9475,4,4,0,5,163
9476,4,5,0,5,163
9477,4,6,0,5,163
9478,5,2,0,5,163
9479,5,3,0,5,163
9480,5,4,0,5,163
9481,5,5,0,5,163
9482,5,6,0,5,163
9483,6,1,0,5,163
9484,6,2,0,5,163
9485,6,3,0,5,163
9486,6,4,0,5,163
9487,6,5,0,5,163
9488,0,0,1,5,163
9489,0,0,2,5,163
9490,0,0,0,0,164
9491,0,3,0,1,164
9492,1,2,0,1,164
9493,1,3,0,1,164
9494,2,1,0,1,164
9495,2,2,0,1,164
9496,3,1,0,1,164
9497,0,4,0,2,164
9498,1,3,0,2,164
9499,1,4,0,2,164
9500,2,2,0,2,164
9501,2,3,0,2,164
9502,2,4,0,2,164
9503,3,1,0,2,164
9504,3,2,0,2,164
9505,3,3,0,2,164
9506,4,1,0,2,164
9507,4,2,0,2,164
9508,0,6,0,3,164
9509,1,4,0,3,164
9510,1,5,0,3,164
9511,1,6,0,3,164
9512,2,3,0,3,164
9513,2,4,0,3,164
9514,2,5,0,3,164
9515,2,6,0,3,164
9516,3,2,0,3,164
9517,3,3,0,3,164
9518,3,4,0,3,164
9519,3,5,0,3,164
9520,4,2,0,3,164
9521,4,3,0,3,164
9522,4,4,0,3,164
9523,5,2,0,3,164
9524,5,3,0,3,164
9525,6,2,0,3,164
9526,0,0,2,3,164
9527,3,6,0,4,164
9528,4,5,0,4,164
9529,4,6,0,4,164
9530,5,4,0,4,164
9531,5,5,0,4,164
9532,6,3,0,4,164
9533,6,4,0,4,164
9534,0,0,2,4,164
9535,5,6,0,5,164
9536,6,5,0,5,164
9537,6,6,0,5,164
9538,0,0,1,5,164
9539,0,0,2,5,164
9540,0,0,0,0,165
9541,0,1,0,1,165
9542,1,0,0,1,165
9543,0,1,0,2,165
9544,0,2,0,2,165
9545,0,3,0,2,165
9546,1,0,0,2,165
9547,1,1,0,2,165
9548,1,2,0,2,165
9549,2,0,0,2,165
9550,2,1,0,2,165
9551,3,0,0,2,165
9552,0,1,0,3,165
9553,0,2,0,3,165
9554,0,3,0,3,165
9555,0,4,0,3,165
9556,1,0,0,3,165
9557,1,1,0,3,165
9558,1,2,0,3,165
9559,1,3,0,3,165
9560,1,4,0,3,165
9561,2,0,0,3,165
9562,2,1,0,3,165
9563,2,2,0,3,165
9564,2,3,0,3,165
9565,3,0,0,3,165
9566,3,1,0,3,165
9567,3,2,0,3,165
9568,4,0,0,3,165
9569,4,1,0,3,165
9570,0,4,0,4,165
9571,0,5,0,4,165
9572,0,6,0,4,165
9573,1,3,0,4,165
9574,1,4,0,4,165
9575,1,5,0,4,165
9576,1,6,0,4,165
9577,2,2,0,4,165
9578,2,3,0,4,165
9579,2,4,0,4,165
9580,2,5,0,4,165
9581,2,6,0,4,165
9582,3,1,0,4,165
9583,3,2,0,4,165
9584,3,3,0,4,165
9585,3,4,0,4,165
9586,3,5,0,4,165
9587,4,1,0,4,165
9588,4,2,0,4,165
9589,4,3,0,4,165
9590,4,4,0,4,165
9591,5,1,0,4,165
9592,5,2,0,4,165
9593,5,3,0,4,165
9594,0,0,2,4,165
9595,2,6,0,5,165
9596,3,5,0,5,165
9597,3,6,0,5,165
9598,4,4,0,5,165
9599,4,5,0,5,165
9600,4,6,0,5,165
9601,5,3,0,5,165
9602,5,4,0,5,165
9603,5,5,0,5,165
9604,5,6,0,5,165
9605,6,2,0,5,165
9606,6,3,0,5,165
9607,6,4,0,5,165
9608,6,5,0,5,165
9609,0,0,1,5,165
9610,0,0,2,5,165
9611,0,0,0,0,166
9612,0,1,0,1,166
9613,0,2,0,1,166
9614,1,0,0,1,166
9615,1,1,0,1,166
9616,0,3,0,2,166
9617,0,4,0,2,166
9618,0,5,0,2,166
9619,1,1,0,2,166
9620,1,2,0,2,166
9621,1,3,0,2,166
9622,1,4,0,2,166
9623,2,0,0,2,166
9624,2,1,0,2,166
9625,2,2,0,2,166
9626,2,3,0,2,166
9627,3,0,0,2,166
9628,3,1,0,2,166
9629,3,2,0,2,166
9630,4,0,0,2,166
9631,4,1,0,2,166
9632,5,0,0,2,166
9633,1,4,0,3,166
9634,1,5,0,3,166
9635,1,6,0,3,166
9636,2,2,0,3,166
9637,2,3,0,3,166
9638,2,4,0,3,166
9639,2,5,0,3,166
9640,3,1,0,3,166
9641,3,2,0,3,166
9642,3,3,0,3,166
9643,3,4,0,3,166
9644,3,5,0,3,166
9645,4,0,0,3,166
9646,4,1,0,3,166
9647,4,2,0,3,166
9648,4,3,0,3,166
9649,4,4,0,3,166
9650,5,0,0,3,166
9651,5,1,0,3,166
9652,5,2,0,3,166
9653,5,3,0,3,166
9654,6,0,0,3,166
9655,6,1,0,3,166
9656,6,2,0,3,166
9657,0,0,1,3,166
9658,4,6,0,4,166
9659,5,5,0,4,166
9660,5,6,0,4,166
9661,6,4,0,4,166
9662,6,5,0,4,166
9663,6,6,0,4,166
9664,0,0,1,4,166
9665,0,0,2,4,166
9666,0,0,1,5,166
9667,0,0,2,5,166
9668,0,0,0,0,167
9669,0,3,0,1,167
9670,0,4,0,1,167
9671,0,5,0,2,167
9672,1,4,0,2,167
9673,1,5,0,2,167
9674,2,3,0,2,167
9675,2,4,0,2,167
9676,3,3,0,2,167
9677,1,6,0,3,167
9678,2,5,0,3,167
9679,2,6,0,3,167
9680,3,4,0,3,167
9681,3,5,0,3,167
9682,3,6,0,3,167
9683,4,4,0,3,167
9684,4,5,0,3,167
9685,5,3,0,3,167
9686,5,4,0,3,167
9687,6,3,0,3,167
9688,0,0,2,3,167
9689,2,6,0,4,167
9690,3,5,0,4,167
9691,3,6,0,4,167
9692,4,5,0,4,167
9693,4,6,0,4,167
9694,5,5,0,4,167
9695,5,6,0,4,167
9696,6,4,0,4,167
9697,6,5,0,4,167
9698,0,0,1,4,167
9699,0,0,2,4,167
9700,5,6,0,5,167
9701,6,5,0,5,167
9702,6,6,0,5,167
9703,0,0,1,5,167
9704,0,0,2,5,167
9705,0,0,0,0,168
9706,0,2,0,1,168
9707,1,2,0,1,168
9708,0,4,0,2,168
9709,0,5,0,2,168
9710,1,3,0,2,168
9711,1,4,0,2,168
9712,2,2,0,2,168
9713,2,3,0,2,168
9714,3,2,0,2,168
9715,0,5,0,3,168
9716,0,6,0,3,168
9717,1,4,0,3,168
9718,1,5,0,3,168
9719,2,3,0,3,168
9720,2,4,0,3,168
9721,3,2,0,3,168
9722,3,3,0,3,168
9723,1,6,0,4,168
9724,2,5,0,4,168
9725,2,6,0,4,168
9726,3,4,0,4,168
9727,3,5,0,4,168
9728,3,6,0,4,168
9729,4,3,0,4,168
9730,4,4,0,4,168
9731,4,5,0,4,168
9732,0,0,2,4,168
9733,3,6,0,5,168
9734,4,5,0,5,168
9735,4,6,0,5,168
9736,5,4,0,5,168
9737,5,5,0,5,168
9738,5,6,0,5,168
9739,6,3,0,5,168
9740,6,4,0,5,168
9741,6,5,0,5,168
9742,0,0,1,5,168
9743,0,0,2,5,168
9744,0,0,0,0,169
9745,0,0,0,1,169
9746,0,1,0,1,169
9747,0,2,0,1,169
9748,1,0,0,1,169
9749,1,1,0,1,169
9750,2,0,0,1,169
9751,0,0,0,2,169
9752,0,1,0,2,169
9753,0,2,0,2,169
9754,0,3,0,2,169
9755,0,4,0,2,169
9756,1,0,0,2,169
9757,1,1,0,2,169
9758,1,2,0,2,169
9759,1,3,0,2,169
9760,2,0,0,2,169
9761,2,1,0,2,169
9762,2,2,0,2,169
9763,3,0,0,2,169
9764,3,1,0,2,169
9765,4,0,0,2,169
9766,0,2,0,3,169
9767,0,3,0,3,169
9768,0,4,0,3,169
9769,0,5,0,3,169
9770,0,6,0,3,169
9771,1,1,0,3,169
9772,1,2,0,3,169
9773,1,3,0,3,169
9774,1,4,0,3,169
9775,1,5,0,3,169
9776,1,6,0,3,169
9777,2,0,0,3,169
9778,2,1,0,3,169
9779,2,2,0,3,169
9780,2,3,0,3,169
9781,2,4,0,3,169
9782,2,5,0,3,169
9783,3,0,0,3,169
9784,3,1,0,3,169
9785,3,2,0,3,169
9786,3,3,0,3,169
9787,3,4,0,3,169
9788,4,0,0,3,169
9789,4,1,0,3,169
9790,4,2,0,3,169
9791,4,3,0,3,169
9792,5,0,0,3,169
9793,5,1,0,3,169
9794,5,2,0,3,169
9795,6,0,0,3,169
9796,6,1,0,3,169
9797,0,0,2,3,169
9798,0,6,0,4,169
9799,1,5,0,4,169
9800,1,6,0,4,169
9801,2,4,0,4,169
9802,2,5,0,4,169
9803,2,6,0,4,169
9804,3,3,0,4,169
9805,3,4,0,4,169
9806,3,5,0,4,169
9807,3,6,0,4,169
9808,4,2,0,4,169
9809,4,3,0,4,169
9810,4,4,0,4,169
9811,4,5,0,4,169
9812,5,1,0,4,169
9813,5,2,0,4,169
9814,5,3,0,4,169
9815,5,4,0,4,169
9816,6,0,0,4,169
9817,6,1,0,4,169
9818,6,2,0,4,169
9819,6,3,0,4,169
9820,0,0,1,4,169
9821,0,0,2,4,169
9822,3,6,0,5,169
9823,4,5,0,5,169
9824,4,6,0,5,169
9825,5,4,0,5,169
9826,5,5,0,5,169
9827,5,6,0,5,169
9828,6,3,0,5,169
9829,6,4,0,5,169
9830,6,5,0,5,169
9831,6,6,0,5,169
9832,0,0,1,5,169
9833,0,0,2,5,169
9834,0,0,0,0,170
9835,0,2,0,1,170
9836,0,3,0,1,170
9837,0,4,0,1,170
9838,1,1,0,1,170
9839,1,2,0,1,170
9840,1,3,0,1,170
9841,2,0,0,1,170
9842,2,1,0,1,170
9843,2,2,0,1,170
9844,3,0,0,1,170
9845,3,1,0,1,170
9846,4,0,0,1,170
9847,0,3,0,2,170
9848,0,4,0,2,170
9849,0,5,0,2,170
9850,1,2,0,2,170
9851,1,3,0,2,170
9852,1,4,0,2,170
9853,2,1,0,2,170
9854,2,2,0,2,170
9855,2,3,0,2,170
9856,3,1,0,2,170
9857,3,2,0,2,170
9858,4,0,0,2,170
9859,4,1,0,2,170
9860,5,0,0,2,170
9861,1,5,0,3,170
9862,1,6,0,3,170
9863,2,4,0,3,170
9864,2,5,0,3,170
9865,2,6,0,3,170
9866,3,3,0,3,170
9867,3,4,0,3,170
9868,3,5,0,3,170
9869,4,2,0,3,170
9870,4,3,0,3,170
9871,4,4,0,3,170
9872,5,1,0,3,170
9873,5,2,0,3,170
9874,5,3,0,3,170
9875,6,0,0,3,170
9876,6,1,0,3,170
9877,6,2,0,3,170
9878,0,0,1,3,170
9879,2,6,0,4,170
9880,3,5,0,4,170
9881,3,6,0,4,170
9882,4,4,0,4,170
9883,4,5,0,4,170
9884,4,6,0,4,170
9885,5,3,0,4,170
9886,5,4,0,4,170
9887,5,5,0,4,170
9888,6,2,0,4,170
9889,6,3,0,4,170
9890,6,4,0,4,170
9891,0,0,1,4,170
9892,0,0,2,4,170
9893,2,6,0,5,170
9894,3,5,0,5,170
9895,3,6,0,5,170
9896,4,4,0,5,170
9897,4,5,0,5,170
9898,4,6,0,5,170
9899,5,3,0,5,170
9900,5,4,0,5,170
